id,image,class,original_class,score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,gps_lat,gps_lon,camera_lat,camera_lon,camera_heading,deep_analyzed,local_analyzed,local_confidence
27,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.2910,561,3917,611,3973,49,55,45.053707,9.707453,45.053875,9.707364,326.3,false,true,
28,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.2656,4147,4218,4176,4258,29,39,45.053755,9.707071,45.053875,9.707364,326.3,false,true,
29,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.2236,4358,4219,4389,4271,31,52,45.053778,9.707074,45.053875,9.707364,326.3,false,true,
30,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.2197,4566,4208,4596,4266,30,58,45.053794,9.707058,45.053875,9.707364,326.3,false,true,
31,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.1543,4232,4239,4254,4281,21,42,45.053772,9.707092,45.053875,9.707364,326.3,false,true,
32,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.1167,1322,1807,2610,2004,1287,197,45.053698,9.707318,45.053875,9.707364,326.3,false,true,
33,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.1104,7311,3911,7353,4006,42,94,45.053994,9.707173,45.053875,9.707364,326.3,false,true,
34,ladybug_panoramic_1004.jpg,passo_carraio.nd,passo_carraio,0.1035,7311,3914,7353,3958,41,43,45.053994,9.707173,45.053875,9.707364,326.3,false,true,
35,ladybug_panoramic_1004.jpg,road_vertical_sign.divieto_di_sosta,road vertical sign,0.6758,2668,4153,2725,4226,56,73,45.053629,9.707187,45.053875,9.707364,326.3,true,false,
36,ladybug_panoramic_1004.jpg,road_vertical_sign.divieto_di_sosta,road vertical sign,0.5781,4920,4120,4982,4183,61,63,45.053801,9.706880,45.053875,9.707364,326.3,true,false,
37,ladybug_panoramic_1004.jpg,street crack,,0.6445,12853,5584,13072,5924,218,340,45.053880,9.707398,45.053875,9.707364,326.3,false,false,
38,ladybug_panoramic_1004.jpg,street crack,,0.4590,4139,4601,4319,4846,180,244,45.053843,9.707281,45.053875,9.707364,326.3,false,false,
39,ladybug_panoramic_1004.jpg,street crack,,0.3477,8110,4915,8219,5026,109,110,45.053922,9.707326,45.053875,9.707364,326.3,false,false,
40,ladybug_panoramic_1004.jpg,street crack,,0.3184,5128,4842,5310,4997,182,154,45.053869,9.707286,45.053875,9.707364,326.3,false,false,
41,ladybug_panoramic_1004.jpg,street crack,,0.3164,2665,5315,3085,5455,420,140,45.053845,9.707338,45.053875,9.707364,326.3,false,false,
42,ladybug_panoramic_1004.jpg,street crack,,0.2617,2675,5705,5333,5973,2658,267,45.053862,9.707337,45.053875,9.707364,326.3,false,false,
43,ladybug_panoramic_1004.jpg,street crack,,0.2451,4469,5141,4744,5192,275,51,45.053860,9.707304,45.053875,9.707364,326.3,false,false,
44,ladybug_panoramic_1004.jpg,street crack,,0.2295,4926,5421,5046,5491,120,70,45.053868,9.707316,45.053875,9.707364,326.3,false,false,
45,ladybug_panoramic_1004.jpg,street crack,,0.2266,8231,4933,8264,4983,32,50,45.053925,9.707326,45.053875,9.707364,326.3,false,false,
46,ladybug_panoramic_1004.jpg,street crack,,0.2197,4655,5441,4907,5672,252,230,45.053867,9.707324,45.053875,9.707364,326.3,false,false,
47,ladybug_panoramic_1004.jpg,street crack,,0.2158,4512,5634,4580,5741,68,106,45.053865,9.707327,45.053875,9.707364,326.3,false,false,
48,ladybug_panoramic_1004.jpg,street crack,,0.1982,15355,5083,15993,5175,637,91,45.053840,9.707407,45.053875,9.707364,326.3,false,false,
49,ladybug_panoramic_1004.jpg,street crack,,0.1904,5308,5452,5334,5505,26,52,45.053873,9.707316,45.053875,9.707364,326.3,false,false,
50,ladybug_panoramic_1004.jpg,street crack,,0.1904,12709,6156,12777,6356,68,199,45.053880,9.707388,45.053875,9.707364,326.3,false,false,
51,ladybug_panoramic_1004.jpg,street crack,,0.1846,5105,5958,5158,5999,53,41,45.053872,9.707332,45.053875,9.707364,326.3,false,false,
52,ladybug_panoramic_1004.jpg,street crack,,0.1836,8280,4993,8358,5034,78,41,45.053923,9.707330,45.053875,9.707364,326.3,false,false,
53,ladybug_panoramic_1004.jpg,street crack,,0.1797,5400,5752,5951,5999,550,247,45.053877,9.707332,45.053875,9.707364,326.3,false,false,
54,ladybug_panoramic_1004.jpg,street crack,,0.1768,4688,5465,4769,5610,80,144,45.053866,9.707322,45.053875,9.707364,326.3,false,false,
55,ladybug_panoramic_1004.jpg,street crack,,0.1738,2672,6000,5323,6379,2650,379,45.053866,9.707344,45.053875,9.707364,326.3,false,false,
56,ladybug_panoramic_1004.jpg,street crack,,0.1719,6163,5156,6836,5675,673,519,45.053887,9.707326,45.053875,9.707364,326.3,false,false,
57,ladybug_panoramic_1004.jpg,street crack,,0.1709,5049,5320,5155,5424,106,104,45.053870,9.707313,45.053875,9.707364,326.3,false,false,
58,ladybug_panoramic_1004.jpg,street crack,,0.1689,8216,4816,8245,4845,28,28,45.053934,9.707319,45.053875,9.707364,326.3,false,false,
59,ladybug_panoramic_1004.jpg,street crack,,0.1670,5694,4492,6099,4572,405,79,45.053891,9.707222,45.053875,9.707364,326.3,false,false,
60,ladybug_panoramic_1004.jpg,street crack,,0.1650,7795,4839,7936,5168,140,328,45.053912,9.707325,45.053875,9.707364,326.3,false,false,
61,ladybug_panoramic_1004.jpg,street crack,,0.1641,5000,5206,5348,5307,348,101,45.053870,9.707307,45.053875,9.707364,326.3,false,false,
62,ladybug_panoramic_1004.jpg,street crack,,0.1641,2660,4737,2740,4769,79,32,45.053809,9.707317,45.053875,9.707364,326.3,false,false,
63,ladybug_panoramic_1004.jpg,street crack,,0.1641,8046,4949,8166,5021,119,72,45.053922,9.707324,45.053875,9.707364,326.3,false,false,
64,ladybug_panoramic_1004.jpg,street crack,,0.1611,4228,4711,4320,4847,91,135,45.053844,9.707280,45.053875,9.707364,326.3,false,false,
65,ladybug_panoramic_1004.jpg,street crack,,0.1611,4638,5447,4780,5621,141,174,45.053866,9.707323,45.053875,9.707364,326.3,false,false,
66,ladybug_panoramic_1004.jpg,street crack,,0.1611,11194,6156,11269,6326,75,169,45.053889,9.707380,45.053875,9.707364,326.3,false,false,
67,ladybug_panoramic_1004.jpg,street crack,,0.1592,5327,4980,5662,5234,335,254,45.053875,9.707303,45.053875,9.707364,326.3,false,false,
68,ladybug_panoramic_1004.jpg,street crack,,0.1582,8127,5876,8208,5915,81,39,45.053896,9.707347,45.053875,9.707364,326.3,false,false,
69,ladybug_panoramic_1004.jpg,street crack,,0.1562,5062,5882,5139,5993,77,111,45.053872,9.707332,45.053875,9.707364,326.3,false,false,
70,ladybug_panoramic_1004.jpg,street crack,,0.1562,4776,4982,5344,5309,568,327,45.053868,9.707308,45.053875,9.707364,326.3,false,false,
71,ladybug_panoramic_1004.jpg,street crack,,0.1553,8197,5137,8237,5283,40,145,45.053912,9.707336,45.053875,9.707364,326.3,false,false,
72,ladybug_panoramic_1004.jpg,street crack,,0.1553,8051,4916,8335,5036,283,120,45.053922,9.707327,45.053875,9.707364,326.3,false,false,
73,ladybug_panoramic_1004.jpg,street crack,,0.1533,15724,4880,15991,4917,266,37,45.053826,9.707416,45.053875,9.707364,326.3,false,false,
74,ladybug_panoramic_1004.jpg,street crack,,0.1514,5335,4575,7248,5781,1913,1206,45.053884,9.707328,45.053875,9.707364,326.3,false,false,
75,ladybug_panoramic_1004.jpg,street crack,,0.1514,15180,5065,15991,5173,811,107,45.053841,9.707409,45.053875,9.707364,326.3,false,false,
76,ladybug_panoramic_1004.jpg,street crack,,0.1494,2662,5312,2853,5456,190,143,45.053844,9.707340,45.053875,9.707364,326.3,false,false,
77,ladybug_panoramic_1004.jpg,street crack,,0.1475,4816,5600,4907,5676,90,75,45.053868,9.707324,45.053875,9.707364,326.3,false,false,
78,ladybug_panoramic_1004.jpg,street crack,,0.1465,5298,5447,5342,5553,43,106,45.053873,9.707318,45.053875,9.707364,326.3,false,false,
79,ladybug_panoramic_1004.jpg,street crack,,0.1436,2688,6004,5322,6266,2634,261,45.053865,9.707342,45.053875,9.707364,326.3,false,false,
80,ladybug_panoramic_1004.jpg,street crack,,0.1338,4317,5732,4378,5816,60,83,45.053864,9.707331,45.053875,9.707364,326.3,false,false,
81,ladybug_panoramic_1004.jpg,street crack,,0.1338,5506,5181,6019,5459,513,277,45.053879,9.707314,45.053875,9.707364,326.3,false,false,
82,ladybug_panoramic_1004.jpg,street crack,,0.1328,4980,4974,5074,5007,94,33,45.053865,9.707288,45.053875,9.707364,326.3,false,false,
83,ladybug_panoramic_1004.jpg,street crack,,0.1328,8418,4416,8652,4446,234,29,45.053999,9.707295,45.053875,9.707364,326.3,false,false,
84,ladybug_panoramic_1004.jpg,street crack,,0.1318,4929,5207,5348,5312,418,105,45.053870,9.707308,45.053875,9.707364,326.3,false,false,
85,ladybug_panoramic_1004.jpg,street crack,,0.1318,8471,4662,8532,4709,61,46,45.053950,9.707320,45.053875,9.707364,326.3,false,false,
86,ladybug_panoramic_1004.jpg,street crack,,0.1289,4670,5442,4780,5532,109,89,45.053865,9.707319,45.053875,9.707364,326.3,false,false,
87,ladybug_panoramic_1004.jpg,street crack,,0.1270,8033,4879,8375,5282,342,403,45.053912,9.707336,45.053875,9.707364,326.3,false,false,
88,ladybug_panoramic_1004.jpg,street crack,,0.1250,2788,5323,3084,5423,296,100,45.053844,9.707337,45.053875,9.707364,326.3,false,false,
89,ladybug_panoramic_1004.jpg,street crack,,0.1250,6400,5155,6833,5480,432,324,45.053890,9.707320,45.053875,9.707364,326.3,false,false,
90,ladybug_panoramic_1004.jpg,street crack,,0.1240,5035,5693,5138,5766,102,73,45.053871,9.707326,45.053875,9.707364,326.3,false,false,
91,ladybug_panoramic_1004.jpg,street crack,,0.1235,15162,4635,15986,5654,823,1019,45.053853,9.707393,45.053875,9.707364,326.3,false,false,
92,ladybug_panoramic_1004.jpg,street crack,,0.1221,1282,4941,1775,5082,492,140,45.053825,9.707363,45.053875,9.707364,326.3,false,false,
93,ladybug_panoramic_1004.jpg,street crack,,0.1221,15634,5110,15797,5659,163,548,45.053852,9.707392,45.053875,9.707364,326.3,false,false,
94,ladybug_panoramic_1004.jpg,street crack,,0.1216,15657,5217,15794,5660,137,442,45.053852,9.707391,45.053875,9.707364,326.3,false,false,
95,ladybug_panoramic_1004.jpg,street crack,,0.1211,1396,5335,2659,5999,1263,663,45.053853,9.707358,45.053875,9.707364,326.3,false,false,
96,ladybug_panoramic_1004.jpg,street crack,,0.1206,2866,5522,2925,5598,58,75,45.053848,9.707341,45.053875,9.707364,326.3,false,false,
97,ladybug_panoramic_1004.jpg,street crack,,0.1201,15658,4643,15899,5654,241,1011,45.053852,9.707391,45.053875,9.707364,326.3,false,false,
98,ladybug_panoramic_1004.jpg,street crack,,0.1196,4683,5468,4761,5525,78,57,45.053865,9.707319,45.053875,9.707364,326.3,false,false,
99,ladybug_panoramic_1004.jpg,street crack,,0.1167,6911,4948,7063,5188,151,239,45.053900,9.707310,45.053875,9.707364,326.3,false,false,
100,ladybug_panoramic_1004.jpg,street crack,,0.1152,4769,5981,4822,6000,52,18,45.053869,9.707333,45.053875,9.707364,326.3,false,false,
101,ladybug_panoramic_1004.jpg,street crack,,0.1147,2222,5189,2668,5351,445,161,45.053839,9.707344,45.053875,9.707364,326.3,false,false,
102,ladybug_panoramic_1004.jpg,street crack,,0.1138,2428,5449,2666,5586,237,137,45.053846,9.707346,45.053875,9.707364,326.3,false,false,
103,ladybug_panoramic_1004.jpg,street crack,,0.1123,5005,5001,5306,5068,301,67,45.053868,9.707292,45.053875,9.707364,326.3,false,false,
104,ladybug_panoramic_1004.jpg,street crack,,0.1108,2675,5401,2784,5454,109,52,45.053844,9.707341,45.053875,9.707364,326.3,false,false,
105,ladybug_panoramic_1004.jpg,street crack,,0.1104,8247,5873,8286,5906,39,32,45.053897,9.707348,45.053875,9.707364,326.3,false,false,
106,ladybug_panoramic_1004.jpg,street crack,,0.1079,10687,5425,10881,5518,193,93,45.053905,9.707387,45.053875,9.707364,326.3,false,false,
107,ladybug_panoramic_1004.jpg,street crack,,0.1064,5329,5402,6189,5784,860,381,45.053878,9.707326,45.053875,9.707364,326.3,false,false,
108,ladybug_panoramic_1004.jpg,street crack,,0.1064,6903,4917,7216,5169,313,252,45.053902,9.707311,45.053875,9.707364,326.3,false,false,
109,ladybug_panoramic_1004.jpg,street crack,,0.1064,14409,5530,14517,5660,107,129,45.053864,9.707404,45.053875,9.707364,326.3,false,false,
110,ladybug_panoramic_1004.jpg,street crack,,0.1055,8374,5018,8449,5073,74,55,45.053922,9.707334,45.053875,9.707364,326.3,false,false,
111,ladybug_panoramic_1004.jpg,street crack,,0.1050,8044,4995,8170,5017,125,22,45.053922,9.707324,45.053875,9.707364,326.3,false,false,
112,ladybug_panoramic_1004.jpg,street crack,,0.1045,5133,5224,5332,5284,198,59,45.053871,9.707306,45.053875,9.707364,326.3,false,false,
113,ladybug_panoramic_1004.jpg,street crack,,0.1040,8354,5114,8397,5202,43,88,45.053916,9.707337,45.053875,9.707364,326.3,false,false,
114,ladybug_panoramic_1004.jpg,street crack,,0.1021,1768,4717,2147,4842,379,124,45.053809,9.707347,45.053875,9.707364,326.3,false,false,
115,ladybug_panoramic_1004.jpg,street crack,,0.1016,7925,4637,7968,4694,42,56,45.053943,9.707297,45.053875,9.707364,326.3,false,false,
116,ladybug_panoramic_1004.jpg,tree.albero_deciduo,tree,0.9414,458,3562,1107,4002,648,439,45.053702,9.707435,45.053875,9.707364,326.3,true,false,
117,ladybug_panoramic_1004.jpg,tree.generic,tree,0.8867,4585,3798,4739,3898,153,100,45.053817,9.707123,45.053875,9.707364,326.3,true,false,
118,ladybug_panoramic_1004.jpg,tree.generic,tree,0.8867,4157,3864,4544,4005,386,140,45.053797,9.707135,45.053875,9.707364,326.3,true,false,
119,ladybug_panoramic_1004.jpg,tree.generic,tree,0.8359,5841,3798,6012,3897,170,99,45.053905,9.707113,45.053875,9.707364,326.3,true,false,
120,ladybug_panoramic_1004.jpg,tree.generic,tree,0.8320,0,3717,57,3991,57,274,45.053725,9.707503,45.053875,9.707364,326.3,true,false,
121,ladybug_panoramic_1004.jpg,tree.generic,tree,0.8125,4732,3753,4963,3895,231,141,45.053830,9.707118,45.053875,9.707364,326.3,true,false,
122,ladybug_panoramic_1004.jpg,tree.platano,tree,0.9258,15509,3380,15995,4000,485,620,45.053736,9.707525,45.053875,9.707364,326.3,true,false,
123,ladybug_panoramic_1004.jpg,tree.sumac,tree,0.8945,8722,2511,10679,3998,1957,1487,45.054055,9.707384,45.053875,9.707364,326.3,true,false,
