id,image,class,original_class,score,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,gps_lat,gps_lon,camera_lat,camera_lon,camera_heading,deep_analyzed,local_analyzed,local_confidence
15,ladybug_panoramic_1010.jpg,manhole,,0.6523,466,4245,559,4258,92,13,45.053882,9.707282,45.054100,9.707151,325.4,false,false,
16,ladybug_panoramic_1010.jpg,manhole,,0.5898,558,4269,664,4284,106,15,45.053900,9.707259,45.054100,9.707151,325.4,false,false,
17,ladybug_panoramic_1010.jpg,manhole,,0.5586,731,4565,886,4606,154,41,45.054009,9.707189,45.054100,9.707151,325.4,false,false,
18,ladybug_panoramic_1010.jpg,manhole,,0.4941,301,4181,355,4190,54,9,45.053806,9.707365,45.054100,9.707151,325.4,false,false,
19,ladybug_panoramic_1010.jpg,manhole,,0.3965,1337,4355,1416,4373,78,17,45.053941,9.707165,45.054100,9.707151,325.4,false,false,
20,ladybug_panoramic_1010.jpg,manhole,,0.3438,1377,4338,1434,4354,56,16,45.053931,9.707163,45.054100,9.707151,325.4,false,false,
21,ladybug_panoramic_1010.jpg,manhole,,0.3438,1340,4337,1433,4373,93,36,45.053941,9.707164,45.054100,9.707151,325.4,false,false,
22,ladybug_panoramic_1010.jpg,manhole,,0.3184,15545,4386,15676,4412,131,26,45.053996,9.707291,45.054100,9.707151,325.4,false,false,
23,ladybug_panoramic_1010.jpg,passo_carraio.nd,passo_carraio,0.3477,7972,568,10557,2003,2584,1434,45.054279,9.707124,45.054100,9.707151,325.4,false,true,
24,ladybug_panoramic_1010.jpg,passo_carraio.nd,passo_carraio,0.1699,2302,4005,2353,4072,51,67,45.053929,9.707073,45.054100,9.707151,325.4,false,true,
25,ladybug_panoramic_1010.jpg,passo_carraio.nd,passo_carraio,0.1187,1343,1794,2646,2006,1303,212,45.053923,9.707105,45.054100,9.707151,325.4,false,true,
26,ladybug_panoramic_1010.jpg,passo_carraio.nd,passo_carraio,0.1030,8929,5996,9122,6068,192,72,45.054122,9.707145,45.054100,9.707151,325.4,false,true,
27,ladybug_panoramic_1010.jpg,street crack,,0.4355,2923,6001,3004,6227,81,226,45.054084,9.707136,45.054100,9.707151,325.4,false,false,
28,ladybug_panoramic_1010.jpg,street crack,,0.4121,4144,6125,4297,6332,152,206,45.054092,9.707129,45.054100,9.707151,325.4,false,false,
29,ladybug_panoramic_1010.jpg,street crack,,0.3750,4339,4576,4603,4797,264,221,45.054071,9.707059,45.054100,9.707151,325.4,false,false,
30,ladybug_panoramic_1010.jpg,street crack,,0.3281,14147,5147,14664,5416,516,269,45.054088,9.707200,45.054100,9.707151,325.4,false,false,
31,ladybug_panoramic_1010.jpg,street crack,,0.2949,3465,5325,3608,5548,142,222,45.054077,9.707118,45.054100,9.707151,325.4,false,false,
32,ladybug_panoramic_1010.jpg,street crack,,0.2891,3199,5011,3304,5144,105,133,45.054063,9.707109,45.054100,9.707151,325.4,false,false,
33,ladybug_panoramic_1010.jpg,street crack,,0.2871,3501,4706,3536,4810,35,104,45.054051,9.707081,45.054100,9.707151,325.4,false,false,
34,ladybug_panoramic_1010.jpg,street crack,,0.2871,2674,5395,2881,5578,207,183,45.054072,9.707130,45.054100,9.707151,325.4,false,false,
35,ladybug_panoramic_1010.jpg,street crack,,0.2676,4476,5498,5330,5738,854,239,45.054093,9.707112,45.054100,9.707151,325.4,false,false,
36,ladybug_panoramic_1010.jpg,street crack,,0.2617,15108,4871,15217,4937,108,65,45.054065,9.707219,45.054100,9.707151,325.4,false,false,
37,ladybug_panoramic_1010.jpg,street crack,,0.2578,2962,5855,3097,5997,134,141,45.054081,9.707133,45.054100,9.707151,325.4,false,false,
38,ladybug_panoramic_1010.jpg,street crack,,0.2559,3558,5559,4145,5871,586,312,45.054085,9.707123,45.054100,9.707151,325.4,false,false,
39,ladybug_panoramic_1010.jpg,street crack,,0.2559,4434,6050,5007,6156,572,106,45.054094,9.707124,45.054100,9.707151,325.4,false,false,
40,ladybug_panoramic_1010.jpg,street crack,,0.2393,4171,4988,4242,5231,71,242,45.054079,9.707097,45.054100,9.707151,325.4,false,false,
41,ladybug_panoramic_1010.jpg,street crack,,0.2373,2683,5722,5338,5972,2655,249,45.054087,9.707124,45.054100,9.707151,325.4,false,false,
42,ladybug_panoramic_1010.jpg,street crack,,0.2344,3033,5564,3456,5664,423,100,45.054077,9.707125,45.054100,9.707151,325.4,false,false,
43,ladybug_panoramic_1010.jpg,street crack,,0.2305,2064,5719,2420,6000,356,280,45.054078,9.707142,45.054100,9.707151,325.4,false,false,
44,ladybug_panoramic_1010.jpg,street crack,,0.2217,2283,4845,2650,5076,367,230,45.054053,9.707125,45.054100,9.707151,325.4,false,false,
45,ladybug_panoramic_1010.jpg,street crack,,0.2168,3828,4992,4241,5234,412,242,45.054076,9.707100,45.054100,9.707151,325.4,false,false,
46,ladybug_panoramic_1010.jpg,street crack,,0.2168,4779,5430,4818,5550,39,119,45.054091,9.707106,45.054100,9.707151,325.4,false,false,
47,ladybug_panoramic_1010.jpg,street crack,,0.2139,4118,6048,5005,6344,886,296,45.054094,9.707128,45.054100,9.707151,325.4,false,false,
48,ladybug_panoramic_1010.jpg,street crack,,0.2109,4513,5066,4967,5155,454,88,45.054086,9.707088,45.054100,9.707151,325.4,false,false,
49,ladybug_panoramic_1010.jpg,street crack,,0.2012,4593,6050,5006,6140,412,90,45.054095,9.707123,45.054100,9.707151,325.4,false,false,
50,ladybug_panoramic_1010.jpg,street crack,,0.1992,4988,5286,5149,5555,161,269,45.054094,9.707105,45.054100,9.707151,325.4,false,false,
51,ladybug_panoramic_1010.jpg,street crack,,0.1953,6375,5061,6983,5453,607,391,45.054116,9.707105,45.054100,9.707151,325.4,false,false,
52,ladybug_panoramic_1010.jpg,street crack,,0.1953,4434,6109,4551,6159,117,50,45.054092,9.707125,45.054100,9.707151,325.4,false,false,
53,ladybug_panoramic_1010.jpg,street crack,,0.1934,5074,5364,5148,5552,74,188,45.054095,9.707105,45.054100,9.707151,325.4,false,false,
54,ladybug_panoramic_1010.jpg,street crack,,0.1895,4372,5679,4455,5816,82,136,45.054089,9.707117,45.054100,9.707151,325.4,false,false,
55,ladybug_panoramic_1010.jpg,street crack,,0.1855,5006,4896,5149,5018,142,122,45.054091,9.707075,45.054100,9.707151,325.4,false,false,
56,ladybug_panoramic_1010.jpg,street crack,,0.1836,4909,5012,5118,5158,209,146,45.054091,9.707086,45.054100,9.707151,325.4,false,false,
57,ladybug_panoramic_1010.jpg,street crack,,0.1836,6108,5464,6392,5666,284,202,45.054109,9.707110,45.054100,9.707151,325.4,false,false,
58,ladybug_panoramic_1010.jpg,street crack,,0.1797,1877,4478,2314,4578,437,100,45.054002,9.707120,45.054100,9.707151,325.4,false,false,
59,ladybug_panoramic_1010.jpg,street crack,,0.1797,5334,5425,5704,5517,369,91,45.054100,9.707103,45.054100,9.707151,325.4,false,false,
60,ladybug_panoramic_1010.jpg,street crack,,0.1787,3833,5087,4145,5168,311,81,45.054074,9.707097,45.054100,9.707151,325.4,false,false,
61,ladybug_panoramic_1010.jpg,street crack,,0.1768,3921,5446,4142,5602,220,156,45.054083,9.707114,45.054100,9.707151,325.4,false,false,
62,ladybug_panoramic_1010.jpg,street crack,,0.1758,2799,5584,2971,5639,172,55,45.054074,9.707129,45.054100,9.707151,325.4,false,false,
63,ladybug_panoramic_1010.jpg,street crack,,0.1729,847,4765,2667,5800,1820,1034,45.054074,9.707148,45.054100,9.707151,325.4,false,false,
64,ladybug_panoramic_1010.jpg,street crack,,0.1699,4950,4896,5281,5145,331,249,45.054093,9.707085,45.054100,9.707151,325.4,false,false,
65,ladybug_panoramic_1010.jpg,street crack,,0.1641,3943,5445,4138,5491,195,45,45.054081,9.707110,45.054100,9.707151,325.4,false,false,
66,ladybug_panoramic_1010.jpg,street crack,,0.1562,6104,5062,6983,5669,879,607,45.054112,9.707112,45.054100,9.707151,325.4,false,false,
67,ladybug_panoramic_1010.jpg,street crack,,0.1523,5708,5293,5956,5509,247,216,45.054104,9.707103,45.054100,9.707151,325.4,false,false,
68,ladybug_panoramic_1010.jpg,street crack,,0.1504,2225,5178,2341,5261,116,83,45.054060,9.707134,45.054100,9.707151,325.4,false,false,
69,ladybug_panoramic_1010.jpg,street crack,,0.1504,3101,5603,3451,5662,349,59,45.054077,9.707124,45.054100,9.707151,325.4,false,false,
70,ladybug_panoramic_1010.jpg,street crack,,0.1494,1848,5270,2434,5532,586,262,45.054068,9.707140,45.054100,9.707151,325.4,false,false,
71,ladybug_panoramic_1010.jpg,street crack,,0.1494,4466,5289,5279,5749,813,459,45.054093,9.707113,45.054100,9.707151,325.4,false,false,
72,ladybug_panoramic_1010.jpg,street crack,,0.1484,1130,4705,1318,4813,187,108,45.054031,9.707163,45.054100,9.707151,325.4,false,false,
73,ladybug_panoramic_1010.jpg,street crack,,0.1475,1820,5047,2063,5116,242,69,45.054052,9.707140,45.054100,9.707151,325.4,false,false,
74,ladybug_panoramic_1010.jpg,street crack,,0.1455,1527,4678,1665,4724,138,45,45.054021,9.707148,45.054100,9.707151,325.4,false,false,
75,ladybug_panoramic_1010.jpg,street crack,,0.1445,1760,5197,2441,5535,681,337,45.054068,9.707141,45.054100,9.707151,325.4,false,false,
76,ladybug_panoramic_1010.jpg,street crack,,0.1445,5094,4983,5277,5094,183,110,45.054093,9.707081,45.054100,9.707151,325.4,false,false,
77,ladybug_panoramic_1010.jpg,street crack,,0.1426,6788,4755,6991,4836,202,80,45.054135,9.707068,45.054100,9.707151,325.4,false,false,
78,ladybug_panoramic_1010.jpg,street crack,,0.1406,1704,5167,1803,5244,98,76,45.054057,9.707146,45.054100,9.707151,325.4,false,false,
79,ladybug_panoramic_1010.jpg,street crack,,0.1406,1877,4499,2209,4574,332,75,45.054001,9.707122,45.054100,9.707151,325.4,false,false,
80,ladybug_panoramic_1010.jpg,street crack,,0.1396,4527,5093,4812,5146,285,52,45.054084,9.707088,45.054100,9.707151,325.4,false,false,
81,ladybug_panoramic_1010.jpg,street crack,,0.1396,3562,5706,3669,5876,106,170,45.054083,9.707125,45.054100,9.707151,325.4,false,false,
82,ladybug_panoramic_1010.jpg,street crack,,0.1387,13747,5886,13857,5997,110,110,45.054098,9.707183,45.054100,9.707151,325.4,false,false,
83,ladybug_panoramic_1010.jpg,street crack,,0.1367,2544,5559,2674,5598,130,38,45.054072,9.707133,45.054100,9.707151,325.4,false,false,
84,ladybug_panoramic_1010.jpg,street crack,,0.1367,458,4536,772,4827,314,290,45.054036,9.707185,45.054100,9.707151,325.4,false,false,
85,ladybug_panoramic_1010.jpg,street crack,,0.1348,1556,4711,1841,4798,284,87,45.054029,9.707144,45.054100,9.707151,325.4,false,false,
86,ladybug_panoramic_1010.jpg,street crack,,0.1348,5025,5039,5118,5158,92,119,45.054092,9.707086,45.054100,9.707151,325.4,false,false,
87,ladybug_panoramic_1010.jpg,street crack,,0.1328,6600,5006,6648,5048,48,41,45.054122,9.707083,45.054100,9.707151,325.4,false,false,
88,ladybug_panoramic_1010.jpg,street crack,,0.1309,4103,5624,4440,5679,337,55,45.054086,9.707114,45.054100,9.707151,325.4,false,false,
89,ladybug_panoramic_1010.jpg,street crack,,0.1299,647,4683,749,4814,101,131,45.054035,9.707183,45.054100,9.707151,325.4,false,false,
90,ladybug_panoramic_1010.jpg,street crack,,0.1270,6398,5022,6547,5107,149,84,45.054118,9.707086,45.054100,9.707151,325.4,false,false,
91,ladybug_panoramic_1010.jpg,street crack,,0.1250,422,4811,701,4866,278,55,45.054040,9.707185,45.054100,9.707151,325.4,false,false,
92,ladybug_panoramic_1010.jpg,street crack,,0.1250,1597,5067,1789,5156,191,89,45.054054,9.707147,45.054100,9.707151,325.4,false,false,
93,ladybug_panoramic_1010.jpg,street crack,,0.1226,7319,4737,7400,4799,80,62,45.054147,9.707075,45.054100,9.707151,325.4,false,false,
94,ladybug_panoramic_1010.jpg,street crack,,0.1221,1565,4757,1696,4797,131,40,45.054029,9.707147,45.054100,9.707151,325.4,false,false,
95,ladybug_panoramic_1010.jpg,street crack,,0.1216,1459,5027,1613,5069,154,41,45.054049,9.707151,45.054100,9.707151,325.4,false,false,
96,ladybug_panoramic_1010.jpg,street crack,,0.1216,1965,4836,2103,4876,138,40,45.054037,9.707133,45.054100,9.707151,325.4,false,false,
97,ladybug_panoramic_1010.jpg,street crack,,0.1211,1333,4923,1399,5031,66,107,45.054047,9.707156,45.054100,9.707151,325.4,false,false,
98,ladybug_panoramic_1010.jpg,street crack,,0.1196,1269,4922,1409,5054,140,131,45.054048,9.707157,45.054100,9.707151,325.4,false,false,
99,ladybug_panoramic_1010.jpg,street crack,,0.1196,5333,4735,7046,5788,1712,1053,45.054107,9.707114,45.054100,9.707151,325.4,false,false,
100,ladybug_panoramic_1010.jpg,street crack,,0.1196,15544,4384,15677,4412,133,27,45.053996,9.707291,45.054100,9.707151,325.4,false,false,
101,ladybug_panoramic_1010.jpg,street crack,,0.1187,4197,4989,4240,5126,42,137,45.054076,9.707091,45.054100,9.707151,325.4,false,false,
102,ladybug_panoramic_1010.jpg,street crack,,0.1177,1831,5061,1946,5114,115,52,45.054052,9.707141,45.054100,9.707151,325.4,false,false,
103,ladybug_panoramic_1010.jpg,street crack,,0.1177,14692,5102,14778,5154,86,52,45.054079,9.707210,45.054100,9.707151,325.4,false,false,
104,ladybug_panoramic_1010.jpg,street crack,,0.1172,3689,5534,4138,5721,449,186,45.054083,9.707118,45.054100,9.707151,325.4,false,false,
105,ladybug_panoramic_1010.jpg,street crack,,0.1172,4899,5681,4989,5798,89,116,45.054094,9.707114,45.054100,9.707151,325.4,false,false,
106,ladybug_panoramic_1010.jpg,street crack,,0.1172,5331,5416,5487,5517,155,101,45.054099,9.707103,45.054100,9.707151,325.4,false,false,
107,ladybug_panoramic_1010.jpg,street crack,,0.1157,1338,4825,1609,4961,271,135,45.054042,9.707153,45.054100,9.707151,325.4,false,false,
108,ladybug_panoramic_1010.jpg,street crack,,0.1143,4646,6087,4813,6136,166,49,45.054094,9.707123,45.054100,9.707151,325.4,false,false,
109,ladybug_panoramic_1010.jpg,street crack,,0.1138,5105,5008,5207,5089,102,80,45.054093,9.707080,45.054100,9.707151,325.4,false,false,
110,ladybug_panoramic_1010.jpg,street crack,,0.1128,2676,5343,5316,5969,2640,626,45.054087,9.707124,45.054100,9.707151,325.4,false,false,
111,ladybug_panoramic_1010.jpg,street crack,,0.1128,5712,5316,5909,5449,197,133,45.054104,9.707101,45.054100,9.707151,325.4,false,false,
112,ladybug_panoramic_1010.jpg,street crack,,0.1113,1970,4733,2054,4767,84,33,45.054027,9.707131,45.054100,9.707151,325.4,false,false,
113,ladybug_panoramic_1010.jpg,street crack,,0.1113,2328,5500,2640,5589,311,88,45.054071,9.707135,45.054100,9.707151,325.4,false,false,
114,ladybug_panoramic_1010.jpg,street crack,,0.1113,5334,5337,6342,5764,1007,427,45.054104,9.707112,45.054100,9.707151,325.4,false,false,
115,ladybug_panoramic_1010.jpg,street crack,,0.1108,1450,4869,1605,4956,154,87,45.054042,9.707151,45.054100,9.707151,325.4,false,false,
116,ladybug_panoramic_1010.jpg,street crack,,0.1104,4,4435,405,4459,400,23,45.053989,9.707242,45.054100,9.707151,325.4,false,false,
117,ladybug_panoramic_1010.jpg,street crack,,0.1099,4679,6051,5005,6131,326,80,45.054095,9.707123,45.054100,9.707151,325.4,false,false,
118,ladybug_panoramic_1010.jpg,street crack,,0.1089,1109,4692,1622,4989,512,296,45.054044,9.707156,45.054100,9.707151,325.4,false,false,
119,ladybug_panoramic_1010.jpg,street crack,,0.1084,6696,5394,6744,5431,48,37,45.054117,9.707105,45.054100,9.707151,325.4,false,false,
120,ladybug_panoramic_1010.jpg,street crack,,0.1074,976,4827,2663,5775,1686,947,45.054073,9.707147,45.054100,9.707151,325.4,false,false,
121,ladybug_panoramic_1010.jpg,street crack,,0.1069,935,4295,1230,4322,294,27,45.053916,9.707198,45.054100,9.707151,325.4,false,false,
122,ladybug_panoramic_1010.jpg,street crack,,0.1060,5331,5511,5933,5759,601,247,45.054101,9.707112,45.054100,9.707151,325.4,false,false,
123,ladybug_panoramic_1010.jpg,street crack,,0.1045,3910,5490,3962,5582,51,91,45.054082,9.707114,45.054100,9.707151,325.4,false,false,
124,ladybug_panoramic_1010.jpg,street crack,,0.1045,3381,4998,3429,5026,47,27,45.054060,9.707100,45.054100,9.707151,325.4,false,false,
125,ladybug_panoramic_1010.jpg,street crack,,0.1040,4673,5431,4818,5687,144,255,45.054091,9.707111,45.054100,9.707151,325.4,false,false,
126,ladybug_panoramic_1010.jpg,street crack,,0.1025,988,4678,1187,4713,198,34,45.054021,9.707171,45.054100,9.707151,325.4,false,false,
127,ladybug_panoramic_1010.jpg,street crack,,0.1025,5339,5290,5998,5533,658,243,45.054102,9.707104,45.054100,9.707151,325.4,false,false,
128,ladybug_panoramic_1010.jpg,street crack,,0.1025,13329,4796,13459,4918,130,122,45.054104,9.707237,45.054100,9.707151,325.4,false,false,
129,ladybug_panoramic_1010.jpg,street crack,,0.1021,7036,4560,7123,4614,87,54,45.054154,9.707041,45.054100,9.707151,325.4,false,false,
130,ladybug_panoramic_1010.jpg,street crack,,0.1011,3554,5465,4181,5871,627,405,45.054085,9.707122,45.054100,9.707151,325.4,false,false,
131,ladybug_panoramic_1010.jpg,street crack,,0.1006,2205,4473,2315,4510,109,37,45.053990,9.707105,45.054100,9.707151,325.4,false,false,
132,ladybug_panoramic_1010.jpg,street crack,,0.1006,6115,5563,6210,5663,94,99,45.054108,9.707110,45.054100,9.707151,325.4,false,false,
133,ladybug_panoramic_1010.jpg,tree.generic,tree,0.9102,295,3754,658,4007,363,253,45.053936,9.707254,45.054100,9.707151,325.4,true,false,
134,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8984,4330,3767,4496,3861,165,94,45.054023,9.706921,45.054100,9.707151,325.4,true,false,
135,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8828,-2,3730,77,4000,80,270,45.053951,9.707292,45.054100,9.707151,325.4,true,false,
136,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8633,2891,3856,3283,4002,392,145,45.053953,9.707005,45.054100,9.707151,325.4,true,false,
137,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8633,3568,3721,3793,3868,224,147,45.053980,9.706961,45.054100,9.707151,325.4,true,false,
138,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8398,5161,3511,5333,4003,171,491,45.054080,9.706898,45.054100,9.707151,325.4,true,false,
139,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8398,15723,3620,16007,4000,284,380,45.053958,9.707306,45.054100,9.707151,325.4,true,false,
140,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8320,2752,3865,2870,3926,118,61,45.053943,9.707029,45.054100,9.707151,325.4,true,false,
141,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8203,4880,3804,5068,3857,188,53,45.054061,9.706902,45.054100,9.707151,325.4,true,false,
142,ladybug_panoramic_1010.jpg,tree.generic,tree,0.8164,8390,3726,8804,4000,414,273,45.054268,9.707059,45.054100,9.707151,325.4,true,false,
